"date","EventProcessedUtcTime","PartitionId","EventEnqueuedUtcTime","metadata_deviceType","metadata_studentId","metadata_uid","telemetry_temperature","telemetry_pressure","telemetry_humidity","telemetry_windSpeed","telemetry_windDirection","IoTHub_ConnectionDeviceId"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0726838Z,1,2019-07-15T11:20:32.9980000Z,"WeatherStation","0CB79D93","30C458CF69934E85",29.4,971.201172,42.700001,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:00:29.6723402Z,1,2019-07-15T12:00:29.6460000Z,"WeatherStation","0CB79D93","B1E2644DAE430FEF",29.9,970.957031,42.700001,5.799999,22,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0726838Z,1,2019-07-15T11:20:38.1390000Z,"WeatherStation","0CB79D93","3F365FC1259F592E",29.4,971.184326,42.700001,5.2,2,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:00:34.8683961Z,1,2019-07-15T12:00:34.7580000Z,"WeatherStation","0CB79D93","0131B4C315E14BA9",29.9,970.904785,42.700001,5.799999,23,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0746769Z,1,2019-07-15T11:20:43.2810000Z,"WeatherStation","0CB79D93","3D00D204DADE01B8",29.4,971.18042,42.400002,5.2,3,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:00:39.9584211Z,1,2019-07-15T12:00:39.8880000Z,"WeatherStation","0CB79D93","4B9AC73DEDC988DC",29.9,970.900635,42.599998,5.799999,25,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0746769Z,1,2019-07-15T11:20:48.4080000Z,"WeatherStation","0CB79D93","1EC7C8B30980F4AD",29.4,971.173096,42.400002,5.2,7,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:00:45.0574365Z,1,2019-07-15T12:00:45.0150000Z,"WeatherStation","0CB79D93","B1E2644DAE430FEF",29.9,970.906738,42.5,5.799999,22,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0746769Z,1,2019-07-15T11:20:53.5510000Z,"WeatherStation","0CB79D93","30C458CF69934E85",29.4,971.186279,42.900002,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:00:50.2534616Z,1,2019-07-15T12:00:50.1570000Z,"WeatherStation","0CB79D93","B1E2644DAE430FEF",29.9,970.908203,42.400002,5.799999,22,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0746769Z,1,2019-07-15T11:20:58.6930000Z,"WeatherStation","0CB79D93","3C20E568A45A27E6",29.4,971.15332,43.099998,5.2,4,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:00:55.3474853Z,1,2019-07-15T12:00:55.3010000Z,"WeatherStation","0CB79D93","0131B4C315E14BA9",29.9,970.936279,42.400002,5.799999,23,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0746769Z,1,2019-07-15T11:21:03.8360000Z,"WeatherStation","0CB79D93","30C458CF69934E85",29.4,971.156982,42.700001,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:00.5515354Z,1,2019-07-15T12:01:00.4430000Z,"WeatherStation","0CB79D93","6A2A2F7BF881A6E6",30,970.897705,42.400002,5.799999,22,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:09.0746769Z,1,2019-07-15T11:21:08.9770000Z,"WeatherStation","0CB79D93","73FC34AF90CBCD65",29.5,971.16626,42.400002,5.2,3,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:05.6535521Z,1,2019-07-15T12:01:05.5850000Z,"WeatherStation","0CB79D93","6A2A2F7BF881A6E6",30,970.92627,42.299999,5.799999,22,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:14.1827113Z,1,2019-07-15T11:21:14.1050000Z,"WeatherStation","0CB79D93","81876E1571FE0525",29.4,971.171143,42.299999,5.2,1,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:10.8665836Z,1,2019-07-15T12:01:10.7130000Z,"WeatherStation","0CB79D93","C73285DE1CF7DC29",29.9,970.915771,41.900002,5.799999,24,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:19.2867428Z,1,2019-07-15T11:21:19.2460000Z,"WeatherStation","0CB79D93","58CB3C5614FC7FB0",29.5,971.191895,42.099998,5.2,5,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:15.9726214Z,1,2019-07-15T12:01:15.8550000Z,"WeatherStation","0CB79D93","7167D63315766690",30,970.895996,42.099998,5.799999,20,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:24.4967774Z,1,2019-07-15T11:21:24.3870000Z,"WeatherStation","0CB79D93","58CB3C5614FC7FB0",29.5,971.201416,42,5.2,5,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:21.0596725Z,1,2019-07-15T12:01:21.0010000Z,"WeatherStation","0CB79D93","0A985315DC573166",30,970.940674,42,5.799999,23,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:29.5987990Z,1,2019-07-15T11:21:29.5290000Z,"WeatherStation","0CB79D93","B02D436F2D177101",29.5,971.155273,42,5.2,4,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:26.2517799Z,1,2019-07-15T12:01:26.1260000Z,"WeatherStation","0CB79D93","7167D63315766690",30,970.924561,42,5.799999,20,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:34.8028237Z,1,2019-07-15T11:21:34.6690000Z,"WeatherStation","0CB79D93","B02D436F2D177101",29.5,971.132812,42.099998,5.2,4,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:31.3507951Z,1,2019-07-15T12:01:31.2670000Z,"WeatherStation","0CB79D93","6A2A2F7BF881A6E6",30,970.852051,41.900002,5.799999,22,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:39.9108691Z,1,2019-07-15T11:21:39.7960000Z,"WeatherStation","0CB79D93","B02D436F2D177101",29.5,971.196045,42.099998,5.2,4,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:36.4548335Z,1,2019-07-15T12:01:36.4140000Z,"WeatherStation","0CB79D93","0A985315DC573166",30,970.897461,41.700001,5.799999,23,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:45.0197454Z,1,2019-07-15T11:21:44.9370000Z,"WeatherStation","0CB79D93","7253C625B1A4B9B1",29.5,971.22168,42,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:41.6568551Z,1,2019-07-15T12:01:41.5560000Z,"WeatherStation","0CB79D93","0A985315DC573166",30,970.880371,42.099998,5.799999,23,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:50.1377851Z,1,2019-07-15T11:21:50.0780000Z,"WeatherStation","0CB79D93","6D53C8E6D4E5F03F",29.4,971.190186,41.900002,5.2,8,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:46.7578922Z,1,2019-07-15T12:01:46.6980000Z,"WeatherStation","0CB79D93","4B9AC73DEDC988DC",29.9,970.913818,41.299999,5.799999,25,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:21:55.3427840Z,1,2019-07-15T11:21:55.2210000Z,"WeatherStation","0CB79D93","30C458CF69934E85",29.4,971.179199,42,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:51.9589287Z,1,2019-07-15T12:01:51.8390000Z,"WeatherStation","0CB79D93","6A2A2F7BF881A6E6",30,970.838135,41.599998,5.799999,22,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:00.4568530Z,1,2019-07-15T11:22:00.3630000Z,"WeatherStation","0CB79D93","DE0FD41AF5BCAD80",29.5,971.154541,41.700001,5.2,7,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:01:57.0549514Z,1,2019-07-15T12:01:56.9650000Z,"WeatherStation","0CB79D93","0A985315DC573166",30,970.922363,41.400002,5.799999,23,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:05.5728442Z,1,2019-07-15T11:22:05.5350000Z,"WeatherStation","0CB79D93","94C4D4CE7C287143",29.4,971.134521,42,5.2,9,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:02.1529828Z,1,2019-07-15T12:02:02.1070000Z,"WeatherStation","0CB79D93","7167D63315766690",30,970.894531,41.400002,5.799999,20,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:10.6718757Z,1,2019-07-15T11:22:10.6300000Z,"WeatherStation","0CB79D93","5FD32BD507CE0F11",29.5,971.141846,41.900002,5.2,11,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:07.8620101Z,1,2019-07-15T12:02:07.7490000Z,"WeatherStation","0CB79D93","3A9794DF3AA845FF",30.1,970.894775,41.299999,5.799999,23,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:15.8849263Z,1,2019-07-15T11:22:15.7710000Z,"WeatherStation","0CB79D93","7ADF4A57735B25E1",29.4,971.182373,41.700001,5.2,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:13.0620345Z,1,2019-07-15T12:02:12.8910000Z,"WeatherStation","0CB79D93","90E63ECCA1863421",30.1,970.885254,41.5,5.799999,20,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:20.9879357Z,1,2019-07-15T11:22:20.9120000Z,"WeatherStation","0CB79D93","3BD4D28DD610BC6F",29.4,971.155029,41.900002,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:18.0701155Z,1,2019-07-15T12:02:18.0340000Z,"WeatherStation","0CB79D93","90E63ECCA1863421",30.1,970.894531,41,5.799999,20,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:26.1909731Z,1,2019-07-15T11:22:26.0540000Z,"WeatherStation","0CB79D93","4F8CE1CB17BE3538",29.5,971.170166,41.900002,5.2,9,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:23.2661337Z,1,2019-07-15T12:02:23.1600000Z,"WeatherStation","0CB79D93","5A6F143F6713651C",30.1,970.854736,41.099998,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:31.3129938Z,1,2019-07-15T11:22:31.1990000Z,"WeatherStation","0CB79D93","1EC7C8B30980F4AD",29.4,971.176758,42,5.2,7,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:28.3711258Z,1,2019-07-15T12:02:28.3010000Z,"WeatherStation","0CB79D93","D6EFC56D9D9CA4A7",30.1,970.880615,41.099998,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:36.4269688Z,1,2019-07-15T11:22:36.3250000Z,"WeatherStation","0CB79D93","53297C071FB66F5F",29.4,971.19873,42.299999,5.2,5,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:33.5691610Z,1,2019-07-15T12:02:33.4440000Z,"WeatherStation","0CB79D93","5A6F143F6713651C",30.1,970.927979,41.299999,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:41.5420135Z,1,2019-07-15T11:22:41.4660000Z,"WeatherStation","0CB79D93","30C458CF69934E85",29.4,971.18335,42.299999,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:38.6661854Z,1,2019-07-15T12:02:38.5870000Z,"WeatherStation","0CB79D93","5A6F143F6713651C",30.1,970.845215,41.400002,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:46.6710353Z,1,2019-07-15T11:22:46.6070000Z,"WeatherStation","0CB79D93","B02D436F2D177101",29.5,971.203369,42.099998,5.2,4,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:43.7662392Z,1,2019-07-15T12:02:43.7290000Z,"WeatherStation","0CB79D93","426F8CC337362BDC",30.200001,970.877686,41.400002,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:51.7850703Z,1,2019-07-15T11:22:51.7490000Z,"WeatherStation","0CB79D93","122B6E8AF63ADDDA",29.5,971.16626,42.200001,5.2,8,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:48.9532388Z,1,2019-07-15T12:02:48.8700000Z,"WeatherStation","0CB79D93","5A6F143F6713651C",30.1,970.860596,41.5,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:22:56.9860848Z,1,2019-07-15T11:22:56.8900000Z,"WeatherStation","0CB79D93","73FC34AF90CBCD65",29.5,971.2146,42.099998,5.2,3,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:54.0442933Z,1,2019-07-15T12:02:54.0110000Z,"WeatherStation","0CB79D93","B52C6875FBE14A15",30.1,970.862061,41.200001,5.799999,16,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:02.1011191Z,1,2019-07-15T11:23:02.0340000Z,"WeatherStation","0CB79D93","B02D436F2D177101",29.5,971.181885,42.099998,5.2,4,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:02:59.2352863Z,1,2019-07-15T12:02:59.1360000Z,"WeatherStation","0CB79D93","426F8CC337362BDC",30.200001,970.857178,41.299999,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:07.2221565Z,1,2019-07-15T11:23:07.1750000Z,"WeatherStation","0CB79D93","7253C625B1A4B9B1",29.5,971.162354,41.799999,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:04.3283201Z,1,2019-07-15T12:03:04.2780000Z,"WeatherStation","0CB79D93","426F8CC337362BDC",30.200001,970.879883,41.299999,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:12.3341736Z,1,2019-07-15T11:23:12.3010000Z,"WeatherStation","0CB79D93","DE0FD41AF5BCAD80",29.5,971.169189,42.099998,5.2,7,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:09.5203675Z,1,2019-07-15T12:03:09.4210000Z,"WeatherStation","0CB79D93","8D5D510F87D8D8F5",30.200001,970.881104,41.299999,5.799999,16,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:17.5602130Z,1,2019-07-15T11:23:17.4420000Z,"WeatherStation","0CB79D93","7253C625B1A4B9B1",29.5,971.199707,42.200001,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:14.6303896Z,1,2019-07-15T12:03:14.5650000Z,"WeatherStation","0CB79D93","C7092C38C70DF242",30.200001,970.854248,41.099998,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:22.6692385Z,1,2019-07-15T11:23:22.5850000Z,"WeatherStation","0CB79D93","7253C625B1A4B9B1",29.5,971.190918,42.200001,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:19.7414041Z,1,2019-07-15T12:03:19.6930000Z,"WeatherStation","0CB79D93","D6EFC56D9D9CA4A7",30.1,970.865479,41.299999,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:27.7882721Z,1,2019-07-15T11:23:27.7260000Z,"WeatherStation","0CB79D93","7253C625B1A4B9B1",29.5,971.220703,42,5.2,6,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:24.9345102Z,1,2019-07-15T12:03:24.8390000Z,"WeatherStation","0CB79D93","4CAD59EBD150E350",30.200001,970.868652,41.299999,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:32.8892940Z,1,2019-07-15T11:23:32.8680000Z,"WeatherStation","0CB79D93","122B6E8AF63ADDDA",29.5,971.184326,42.099998,5.2,8,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:30.0394855Z,1,2019-07-15T12:03:29.9850000Z,"WeatherStation","0CB79D93","4CAD59EBD150E350",30.200001,970.861816,41.400002,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:38.1063345Z,1,2019-07-15T11:23:37.9950000Z,"WeatherStation","0CB79D93","B9B120897132A3B2",29.6,971.18335,42.099998,5.2,11,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:35.2355139Z,1,2019-07-15T12:03:35.1430000Z,"WeatherStation","0CB79D93","6937B0DFA6FE320B",30.200001,970.900879,41.299999,5.799999,11,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:43.2193966Z,1,2019-07-15T11:23:43.1830000Z,"WeatherStation","0CB79D93","7DC40224726C9028",29.700001,971.183594,41.900002,5.2,9,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:40.3345280Z,1,2019-07-15T12:03:40.2540000Z,"WeatherStation","0CB79D93","4CAD59EBD150E350",30.200001,970.91748,41.400002,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:48.3263875Z,1,2019-07-15T11:23:48.2790000Z,"WeatherStation","0CB79D93","8A63CB9641A35326",29.799999,971.175049,41.799999,5.2,12,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:45.4335476Z,1,2019-07-15T12:03:45.3960000Z,"WeatherStation","0CB79D93","B36EE8607AEC8CA9",30.299999,970.847412,41.099998,5.799999,11,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:53.5434190Z,1,2019-07-15T11:23:53.4200000Z,"WeatherStation","0CB79D93","23BCB41135D1883D",29.700001,971.17041,41.700001,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:50.6365828Z,1,2019-07-15T12:03:50.5370000Z,"WeatherStation","0CB79D93","229A43D62706325B",30.299999,970.878174,41.200001,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:23:58.6374448Z,1,2019-07-15T11:23:58.5630000Z,"WeatherStation","0CB79D93","D71E9A9398D46B2D",29.700001,971.162354,41.700001,5.2,12,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:03:55.7356320Z,1,2019-07-15T12:03:55.6650000Z,"WeatherStation","0CB79D93","4CAD59EBD150E350",30.200001,970.876465,40.900002,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:03.7344704Z,1,2019-07-15T11:24:03.7040000Z,"WeatherStation","0CB79D93","D71E9A9398D46B2D",29.700001,971.152588,41.599998,5.2,12,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:00.9486391Z,1,2019-07-15T12:04:00.8400000Z,"WeatherStation","0CB79D93","C7092C38C70DF242",30.200001,970.875244,41,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:08.9295153Z,1,2019-07-15T11:24:08.8330000Z,"WeatherStation","0CB79D93","56360E0239516DEF",29.799999,971.195068,41.599998,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:06.0426733Z,1,2019-07-15T12:04:05.9510000Z,"WeatherStation","0CB79D93","4CAD59EBD150E350",30.200001,970.789062,41.200001,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:14.0315404Z,1,2019-07-15T11:24:13.9760000Z,"WeatherStation","0CB79D93","C3E2DB02B755D3B0",29.799999,971.169434,41.5,5.2,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:11.1427821Z,1,2019-07-15T12:04:11.0930000Z,"WeatherStation","0CB79D93","C7092C38C70DF242",30.200001,970.846436,40.900002,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:19.2255528Z,1,2019-07-15T11:24:19.1170000Z,"WeatherStation","0CB79D93","56360E0239516DEF",29.799999,971.187744,41.5,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:16.3467265Z,1,2019-07-15T12:04:16.2340000Z,"WeatherStation","0CB79D93","4CAD59EBD150E350",30.200001,970.859619,40.900002,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:24.3206034Z,1,2019-07-15T11:24:24.2600000Z,"WeatherStation","0CB79D93","F4508C71F55F93D5",29.799999,971.185791,41.700001,5.2,9,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:21.4397539Z,1,2019-07-15T12:04:21.3770000Z,"WeatherStation","0CB79D93","C7092C38C70DF242",30.200001,970.880127,41.099998,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:29.4216415Z,1,2019-07-15T11:24:29.3860000Z,"WeatherStation","0CB79D93","56360E0239516DEF",29.799999,971.212402,41.400002,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:26.5358046Z,1,2019-07-15T12:04:26.5190000Z,"WeatherStation","0CB79D93","426F8CC337362BDC",30.200001,970.881836,40.900002,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:34.6166574Z,1,2019-07-15T11:24:34.5290000Z,"WeatherStation","0CB79D93","56360E0239516DEF",29.799999,971.196289,41.400002,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:31.7308433Z,1,2019-07-15T12:04:31.6460000Z,"WeatherStation","0CB79D93","426F8CC337362BDC",30.200001,970.880127,41,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:39.7116817Z,1,2019-07-15T11:24:39.6710000Z,"WeatherStation","0CB79D93","F4508C71F55F93D5",29.799999,971.218262,41.599998,5.2,9,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:36.8368437Z,1,2019-07-15T12:04:36.7860000Z,"WeatherStation","0CB79D93","229A43D62706325B",30.299999,970.89624,41,5.799999,13,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:44.9147174Z,1,2019-07-15T11:24:44.8120000Z,"WeatherStation","0CB79D93","23BCB41135D1883D",29.700001,971.22998,41.400002,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:42.0359117Z,1,2019-07-15T12:04:41.9280000Z,"WeatherStation","0CB79D93","D95A592D4A45F879",30.299999,970.852539,40.799999,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:50.0087357Z,1,2019-07-15T11:24:49.9540000Z,"WeatherStation","0CB79D93","02970596B77B7624",29.799999,971.171143,41.299999,5.2,8,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:47.1298907Z,1,2019-07-15T12:04:47.0700000Z,"WeatherStation","0CB79D93","426F8CC337362BDC",30.200001,970.83252,41,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:24:55.2127814Z,1,2019-07-15T11:24:55.0960000Z,"WeatherStation","0CB79D93","56360E0239516DEF",29.799999,971.147461,41.799999,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:52.4289353Z,1,2019-07-15T12:04:52.3060000Z,"WeatherStation","0CB79D93","64A9FBE74C9CB6AA",30.299999,970.865479,40.900002,5.799999,15,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:25:00.3028058Z,1,2019-07-15T11:25:00.2220000Z,"WeatherStation","0CB79D93","56360E0239516DEF",29.799999,971.156738,41.400002,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:04:57.5189954Z,1,2019-07-15T12:04:57.4470000Z,"WeatherStation","0CB79D93","D95A592D4A45F879",30.299999,970.839111,40.900002,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:25:05.3988298Z,1,2019-07-15T11:25:05.3670000Z,"WeatherStation","0CB79D93","23BCB41135D1883D",29.700001,971.165283,41.700001,5.2,10,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T12:05:02.7169999Z,1,2019-07-15T12:05:02.5890000Z,"WeatherStation","0CB79D93","D95A592D4A45F879",30.299999,970.872559,40.700001,5.799999,14,"CWF-MX-001"
2019-07-15T00:00:00.0000000,2019-07-15T11:25:10.5968602Z,1,2019-07-15T11:25:10.5090000Z,"WeatherStation","0CB79D93","540D66CA53BF989F",29.799999,971.132568,41.900002,5.2,11,"CWF-MX-001"
